10055	236.59	1 cup, cooked, shaved
10056	236.59	1 cup, cooked, shredded
10057	236.59	1 cup, corn nuts
10058	236.59	1 cup, rippled, ruffled or crinkle cut
10059	236.59	1 cup, crumbled
10060	236.59	1 cup, crumbs
10061	236.59	1 cup, crushed
10062	236.59	1 cup, crushed, sliced, or chunks
10063	236.59	1 cup, cubes
10064	236.59	1 cup, cubes, all varieties
10065	236.59	1 cup, curls
10066	236.59	1 cup, diced
10067	236.59	1 cup, diced (approx 20 pieces per cup)
10068	236.59	1 cup, diced, cooked
10069	236.59	1 cup, drained
10070	236.59	1 cup, drained, flaked
10071	236.59	1 cup, dry mix, prepared
10072	236.59	1 cup, dry type
10073	236.59	1 cup, dry, yield after cooking
10074	236.59	1 cup, dry, yields
10075	236.59	1 cup, endive
10076	236.59	1 cup, escarole
10077	236.59	1 cup, fine grain
10078	236.59	1 cup, flaked
10079	236.59	1 cup, flaked, cooked
10080	236.59	1 cup, flakes, dry
10081	236.59	1 cup, flowerets
10082	236.59	1 cup, fresh
10083	236.59	1 cup, fresh or frozen
10084	236.59	1 cup, fresh, NFS
10085	236.59	1 cup, fresh, cut stalks
10086	236.59	1 cup, fresh, diced
10087	236.59	1 cup, fresh, sliced
10088	236.59	1 cup, frozen
10089	236.59	1 cup, frozen or canned
10090	236.59	1 cup, frozen, NFS
10091	236.59	1 cup, frozen, NS as to leaf or chopped
10092	236.59	1 cup, frozen, chopped
10093	236.59	1 cup, frozen, heated
10094	236.59	1 cup, frozen, leaf
10095	236.59	1 cup, frozen, sliced
10096	236.59	1 cup, frozen, spears
10097	236.59	1 cup, granules, dry
10098	236.59	1 cup, grated
10099	236.59	1 cup, ground
10100	236.59	1 cup, ground, cooked
10101	236.59	1 cup, gumdrops
10102	236.59	1 cup, gummy bears
10103	236.59	1 cup, gummy dinosaurs
10104	236.59	1 cup, gummy worms
10105	236.59	1 cup, halves
10106	236.59	1 cup, halves and whole
10107	236.59	1 cup, hearts
10108	236.59	1 cup, homemade
10109	236.59	1 cup, hubbard
10110	236.59	1 cup, hubbard, cubed
10111	236.59	1 cup, hulled
10112	236.59	1 cup, husks
10113	236.59	1 cup, in shell, yields
10114	236.59	1 cup, in shell, yields (7 nuts)
10115	236.59	1 cup, leaves only
10116	236.59	1 cup, loose
10117	236.59	1 cup, loose (approx 13 chips)
10118	236.59	1 cup, mashed
10119	236.59	1 cup, mashed or pureed
10120	236.59	1 cup, melted
10121	236.59	1 cup, mixed greens
10122	236.59	1 cup, moist type
10123	236.59	1 cup, morsels
10124	236.59	1 cup, mung
10125	236.59	1 cup, oyster crackers
10126	236.59	1 cup, packed
10127	236.59	1 cup, pared, chopped
10128	236.59	1 cup, peanut clusters
10129	236.59	1 cup, pieces
10130	236.59	1 cup, pieces or slices
10131	236.59	1 cup, pieces, without seeds
10132	236.59	1 cup, pitted
10133	236.59	1 cup, pitted, chopped
10134	236.59	1 cup, popped
10135	236.59	1 cup, prepared
10136	236.59	1 cup, pulp
10137	236.59	1 cup, pumpkin leaves
10138	236.59	1 cup, pumpkin, cubed
10139	236.59	1 cup, purchased
10140	236.59	1 cup, pureed
10141	236.59	1 cup, quartered or chopped
10143	236.59	1 cup, raw, yield cooked
10144	236.59	1 cup, regular
10145	236.59	1 cup, rings
10146	236.59	1 cup, roasted
10147	236.59	1 cup, romaine
10148	236.59	1 cup, rounds
10149	236.59	1 cup, sauce
10150	236.59	1 cup, sections
10151	236.59	1 cup, seedless
10152	236.59	1 cup, semi-sweet
10153	236.59	1 cup, shell removed
10154	236.59	1 cup, shelled
10155	236.59	1 cup, shelled (32 kernels)
10156	236.59	1 cup, shelled (50 halves)
10157	236.59	1 cup, shelled, halves and whole
10158	236.59	1 cup, shelled, raw (yield after cooking)
10159	236.59	1 cup, shredded
10160	236.59	1 cup, shredded or chopped
10161	236.59	1 cup, sliced
10162	236.59	1 cup, sliced or chopped
10163	236.59	1 cup, sliced or cubed
10164	236.59	1 cup, sliced, blanched
10165	236.59	1 cup, sliced, unblanched
10166	236.59	1 cup, slices
10167	236.59	1 cup, slivered, blanched
10168	236.59	1 cup, slivered, unblanched
10169	236.59	1 cup, small pieces
10170	236.59	1 cup, solid or chunks, drained
10171	236.59	1 cup, solid pack
10172	236.59	1 cup, solids only
10173	236.59	1 cup, soybean
10174	236.59	1 cup, stacked
10175	236.59	1 cup, stacked (approx 20 chips)
10176	236.59	1 cup, stalk and leaves
10177	236.59	1 cup, sticks
10178	236.59	1 cup, strawberry
10179	236.59	1 cup, strips
10180	236.59	1 cup, strips or slices
10181	236.59	1 cup, sugar-coated
10182	236.59	1 cup, sweetpotato leaves
10183	236.59	1 cup, thick cut, regular
10184	236.59	1 cup, thick cut, rippled
10185	236.59	1 cup, thin sticks
10186	236.59	1 cup, tub
10187	236.59	1 cup, unpacked
10188	236.59	1 cup, unpared, chopped
10189	236.59	1 cup, unpopped, yields
10190	236.59	1 cup, wafer slices or shaved
10191	236.59	1 cup, well packed
10192	236.59	1 cup, whole
10193	236.59	1 cup, whole or halves
10194	236.59	1 cup, whole, blanched
10195	236.59	1 cup, whole, unblanched
10196	236.59	1 cup, with bone (yield after bone removed)
10197	236.59	1 cup, with bone, cooked (yield after bone removed)
10198	236.59	1 cup, with gravy
10199	236.59	1 cup, with hulls, yields
10200	236.59	1 cup, with pits, yields
10201	236.59	1 cup, with seeds, yields
10202	236.59	1 cup, with shell, cooked (yield after shell removed)
10203	236.59	1 cup, with shell, raw (yield after cooking, shell removed)
10204	236.59	1 cup, yield after cooking
10205	236.59	1 cup
10206	236.59	1 cup  (not packed)
10207	236.59	1 cup (1/2" cubes)
10208	236.59	1 cup (12 rectangular pieces)
10209	236.59	1 cup (17 kernels)
10210	236.59	1 cup (2 servings)
10211	236.59	1 cup (4.86 eggs)
10212	236.59	1 cup (5 large clams, 8 medium clams, 10 small clams), cooked
10213	236.59	1 cup (75 pieces)
10214	236.59	1 cup (78 kernels)
10215	236.59	1 cup (8 fl oz)
10216	236.59	1 cup (8 large clams, 12 medium clams, 15 small clams)
10217	236.59	1 cup (84 pieces)
10218	236.59	1 cup (about 23 slices)
10219	236.59	1 cup (about 3.4 lg eggs)
10220	236.59	1 cup (pieces)
10221	236.59	1 cup (yield after bone removed)
10222	236.59	1 cup Dietetic Chocolate TV Mix
10223	236.59	1 cup Dietetic Covered raisins
10224	236.59	1 cup Mr.Phipps Pretzel Chips
10225	236.59	1 cup Planter's cheese balls
10226	236.59	1 cup Ritz Bits sandwiches
10227	236.59	1 cup Teddy Graham Bearwich
10228	236.59	1 cup bite size (include Keebler Mini Middles)
10229	236.59	1 cup butter- or barbecue-flavored, popped
10230	236.59	1 cup cheese- or sour cream and onion-flavored, popped
10231	236.59	1 cup cooked, diced
10232	236.59	1 cup dried, yield after cooking
10233	236.59	1 cup of large, soft
10234	236.59	1 cup of miniatures
10235	236.59	1 cup popped
10236	236.59	1 cup spoon size biscuits
10237	236.59	1 cup with liquid and clams
10238	236.59	1 cup yields
10239	236.59	1 cup, chopped or diced, cooked
10240	236.59	1 cup boneless, chopped or diced
10241	236.59	1 cup, hot
10242	236.59	1 cup, sifted
10243	236.59	1 cup, stirred
10244	236.59	1 cup, without pits
10245	236.59	1 cup whole kernels
10246	236.59	1 cup, (1" pieces)
10247	236.59	1 cup, chips
10248	236.59	1 cup, unsifted
10249	236.59	1 cup, thawed
10250	236.59	1 cup (1/8" slices)
10251	236.59	1 cup (3 oz)
10252	236.59	1 cup (32 kernels)
10253	236.59	1 cup (4 oz)
10255	236.59	1 cup (approx 75)
10256	236.59	1 cup (unprepared)
10257	236.59	1 cup (whole or chopped)
10258	236.59	1 cup candy corn
10259	236.59	1 cup chopped kernels
10260	236.59	1 cup chopped or diced, or 1 can (4-1/2 oz)
10261	236.59	1 cup chopped or diced, shredded
10262	236.59	1 cup chunks, tidbits
10263	236.59	1 cup chunks, tidbits, crushed
10264	236.59	1 cup coarse crumbs
10265	236.59	1 cup cooked, chopped or diced
10266	236.59	1 cup cooked, with bone, after bone removed
10267	236.59	1 cup crumbs, not packed
10269	236.59	1 cup diced, boneless
10270	236.59	1 cup firmly packed
10271	236.59	1 cup halves or slices
10272	236.59	1 cup long grain
10273	236.59	1 cup long grain, cold
10274	236.59	1 cup long grain, hot
10275	236.59	1 cup miniature, not packed
10276	236.59	1 cup mints, uncoated
10277	236.59	1 cup pieces or chips
10278	236.59	1 cup sections with juice
10279	236.59	1 cup short grain
10281	236.59	1 cup sifted, spooned
10282	236.59	1 cup slices, thawed
10283	236.59	1 cup stirred, spooned
10285	236.59	1 cup unsifted, dipped
10286	236.59	1 cup unsifted, spooned
10287	236.59	1 cup whipped
10288	236.59	1 cup with pits
10289	236.59	1 cup, (1" cubes)
10290	236.59	1 cup, (1/2" pieces)
10291	236.59	1 cup, (1/2" slices)
10292	236.59	1 cup, cold
10294	236.59	1 cup, fluid
10295	236.59	1 cup, lightly filled
10296	236.59	1 cup, poured from box
10298	236.59	1 cup, spooned into cup
10299	236.59	1 cup, unthawed
10300	236.59	1 cup, without refuse
10301	236.59	1 cup or (6-oz package)
10302	236.59	1 cup sections, without membranes
10303	236.59	1 cup (1 oz)
10304	236.59	1 cup (6 oz package) chips
10305	236.59	1 cup, Chex Party Mix
10306	236.59	1 cup, Pepperidge Farm Snack Mix
10307	236.59	1 cup, goldfish
10308	236.59	1 cup, Smoothie
10309	236.59	1 cup, juice
10310	236.59	1 cup, cubed
10312	236.59	1 cup Edensoy
10313	236.59	1 cup whole, without pits
10314	236.59	1 cup, baby carrots
10315	236.59	1 cup, carrot balls
10316	236.59	1 cup (8 oz ladle)
10317	236.59	1 cup, cracked
10318	236.59	1 cup pa-tsai
10319	236.59	1 cup pak-choi
10320	236.59	1 cup, frozen, yields
10321	236.59	1 cup elbow shaped
10322	236.59	1 cup spiral shaped
10323	236.59	1 cup small shells
10324	236.59	1 cup, curly fries
10325	236.59	1 cup, Snackwell's
10326	236.59	1 cup, Wheat Thins
10327	236.59	1 cup, Wheatables
10328	236.59	1 cup, Triscuits
10329	236.59	1 cup, Town House
10330	236.59	1 cup, Toasteds
10331	236.59	1 cup, Ritz
10332	236.59	1 cup, Fundamiddles
10333	236.59	1 cup, undrained
10334	236.59	1 cup, fluid (yields 2 cups whipped)
10335	236.59	1 cup sprigs
10336	236.59	1 cup, large chips
10337	236.59	1 cup, mini chips
10338	236.59	1 cup, Butterfinger BB's
10339	236.59	1 cup, creamed
10340	236.59	1 cup, crisps
10342	236.59	1 cup, refried beans
10343	236.59	1 cup ice
10345	236.59	1 cup, Cheese Nips
10346	236.59	1 cup shredded, romaine
10347	236.59	1 cup (assume loosely packed)
10348	236.59	1 cup, in pod, yields
10349	236.59	1 cup, without shell
10350	236.59	1 cup, without shell, NS as to form
21000	14.7869	1 tablespoon
21001	14.7869	1 tablespoon NFS
21002	14.7869	1 tablespoon, dry
21003	14.7869	1 tablespoon, mashed
21004	14.7869	1 tablespoon, packed
21005	14.7869	1 tablespoon, whipped
21006	14.7869	1 tablespoon (9.3 g)
21007	14.7869	1 tablespoon Best O'butter
21008	14.7869	1 tablespoon Butter Buds
21009	14.7869	1 tablespoon Joe Weider's
21010	14.7869	1 tablespoon Molly McButter
21011	14.7869	1 tablespoon, cold
21012	14.7869	1 tablespoon, crumbs
21013	14.7869	1 tablespoon, cubes
21014	14.7869	1 tablespoon, hot
21015	14.7869	1 tablespoon, long grain
21016	14.7869	1 tablespoon, long grain, cold
21017	14.7869	1 tablespoon, long grain, hot
21018	14.7869	1 tablespoon, not packed
21019	14.7869	1 tablespoon, short grain
21020	14.7869	1 tablespoon, sifted, spooned
21021	14.7869	1 tablespoon, spooned into cup
21022	14.7869	1 tablespoon, unsifted, dipped
21023	14.7869	1 tablespoon, unsifted, spooned
21024	14.7869	1 tablespoon, unsifted
21025	14.7869	1 tablespoon, chopped
22000	4.92896	1 teaspoon
22001	4.92896	1 teaspoon, NFS
22002	4.92896	1 teaspoon, brownulated
22003	4.92896	1 teaspoon, dry
22004	4.92896	1 teaspoon, packed
22005	4.92896	1 teaspoon, unpacked
22006	4.92896	1 teaspoon, rounded
22007	4.92896	1 teaspoon, chopped
30000	29.5737	1 fl oz
30001	29.5737	1 fl oz (no ice)
30002	29.5737	1 fl oz (2 tablespoons)
30003	29.5737	1 fl oz (prepared)
30004	29.5737	1 fl oz, Smoothie
30005	29.5737	1 fl oz, juice
30006	29.5737	1 fl oz Edensoy
30008	29.5737	1 fl oz (NFS)
30009	29.5737	1 fl oz (with ice)
51000	16.39	1 cubic inch
51001	16.39	1 cubic inch cornbread
51002	16.39	1 cubic inch for bars
51003	16.39	1 cubic inch with bone, cooked (yield after bone removed)
51004	16.39	1 cubic inch, boneless
51005	16.39	1 cubic inch, boneless, cooked
51006	16.39	1 cubic inch, boneless, cooked (yield after coating removed)
51007	16.39	1 cubic inch, boneless, cooked, fat removed
51008	16.39	1 cubic inch, boneless, cooked, skin removed
51009	16.39	1 cubic inch, boneless, cooked, skin/coating removed
51010	16.39	1 cubic inch, cooked
51011	16.39	1 cubic inch, raw (yield after cooking)
51012	16.39	1 cubic inch, round cookie
51013	16.39	1 cubic inch, with bone, cooked
51014	16.39	1 cubic inch, with bone, cooked (yield after bone and fat removed)
51015	16.39	1 cubic inch, with bone, cooked (yield after bone removed)
51016	16.39	1 cubic inch, with bone, cooked, fat removed (yield after bone removed)
51017	16.39	1 cubic inch, fat removed
60674	236.59	1 cup raw batter yields
61749	473.18	1 pint, as purchased, yields
61795	946.36	1 quart, raw, in shell (yield after cooking, shell removed)
62295	14.7869	1 tablespoon dry yields 8 fl oz
62337	4.92896	1 teaspoon dry yields 6 fl oz
62338	4.92896	1 teaspoon dry yields 8 fl oz
62500	12.3224	2.5 teaspoon dry yields 6 fl oz
62505	44.3606	3 tablespoons (1 oz)
62506	14.7869	3 teaspoon dry yields 8 fl oz
62513	19.7158	4 teaspoon dry yields 6 fl oz
62552	29.5737	2 tablespoons
62553	9.85792	2 teaspoons
62567	59.1475	4 tablespoons (1/4 cup)
62856	946.36	1 quart
62932	307.567	1.3 cups or 3.2 oz envelope
62936	354.885	1.5 cups
62937	44.3606	1.5 fl oz
62938	44.3606	1.5 fl oz jigger
63032	354.885	12 fl oz
63033	354.885	12 fl oz can
63045	473.18	2 cups
63046	59.1475	2 fl oz glass
63062	29.5737	2 tablespoons, rounded
63063	9.85792	2 teaspoons, rounded
63068	11.0902	2.25 teaspoons
63088	44.3606	3 tablespoons
63089	14.7869	3 teaspoons
63105	946.36	4 cups
63123	177.443	6 fl oz glass
63129	88.7213	6 tablespoons
63132	192.229	6.5 fl oz bottle
63134	201.102	6.8 fl oz can
63166	177.443	6 fl oz
63675	29.5737	2 tablespoons (1 oz ladle)
63676	44.3606	3 tablespoons (1-1/2 oz)
63796	4.92896	1 teaspoon dry in 8 fl oz water
63797	14.7869	3 teaspoons dry in 8 fl oz water
63829	236.59	1 cup package (2.25 oz), prepared
64135	236.59	1 cup, Bites
64508	44	1 shot
64592	236.59	1 cup, nuggets
80013	236.59	1 cup (1 NLEA serving)
80014	236.59	1 cup (not packed, large curd)
80015	236.59	1 cup (not packed, small curd)
80016	236.59	1 cup, crumbled, not packed
80017	236.59	1 cup, shredded, not packed
80063	295.737	10 fl oz
80066	59.1475	2 fl oz
